文件,数据序号,原模板标签,规范区间,附件右端采样时刻,内部索引,说明
result4-3.xlsx,125,20:50-21:00,20:50-21:00,21:00,125,按左端匹配
result4-3.xlsx,126,21:00-21:10,21:00-21:10,21:10,126,按左端匹配
result4-3.xlsx,127,21:10-21:20,21:10-21:20,21:20,127,按左端匹配
result4-3.xlsx,128,21:20-21:30,21:20-21:30,21:30,128,按左端匹配
result4-3.xlsx,129,21:30-21:40,21:30-21:40,21:40,129,按左端匹配
result4-3.xlsx,130,21:40-21:50,21:40-21:50,21:50,130,按左端匹配
result4-3.xlsx,131,21:50-22:00,21:50-22:00,22:00,131,按左端匹配
result4-3.xlsx,132,22:00-22:10,22:00-22:10,22:10,132,按左端匹配
result4-3.xlsx,133,22:10-22:20,22:10-22:20,22:20,133,按左端匹配
result4-3.xlsx,134,22:20-22:30,22:20-22:30,22:30,134,按左端匹配
result4-3.xlsx,135,22:30-22:40,22:30-22:40,22:40,135,按左端匹配
result4-3.xlsx,136,22:40-22:50,22:40-22:50,22:50,136,按左端匹配
result4-3.xlsx,137,22:50-23:00,22:50-23:00,23:00,137,按左端匹配
result4-3.xlsx,138,23:00-23:10,23:00-23:10,23:10,138,按左端匹配
result4-3.xlsx,139,23:10-23:20,23:10-23:20,23:20,139,按左端匹配
result4-3.xlsx,140,23:20-23:30,23:20-23:30,23:30,140,按左端匹配
result4-3.xlsx,141,23:30-23:40,23:30-23:40,23:40,141,按左端匹配
result4-3.xlsx,142,23:40-23:50,23:40-23:50,23:50,142,按左端匹配
result4-3.xlsx,143,23:50-0:00+1,23:50-24:00,24:00,143,按左端匹配
result4-3.xlsx,144,0:00-0:10+1,00:00-00:10,00:10,0,原末列勘误
